Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime
,07.00.00,,965.0,-200.0,,977.0,149.0,725.0,94.0,1515.0,1014.0,,,,
,08.00.00,,1049.0,-200.0,,1133.0,216.0,630.0,118.0,1662.0,1208.0,,,,
,09.00.00,,1008.0,-200.0,,973.0,153.0,714.0,105.0,1509.0,1178.0,,,,
,10.00.00,2.0,1008.0,-200.0,,1021.0,177.0,714.0,122.0,1549.0,1176.0,,,,
,11.00.00,,973.0,-200.0,,911.0,126.0,800.0,121.0,1441.0,891.0,,,,
,12.00.00,,964.0,-200.0,,959.0,96.0,787.0,115.0,1438.0,731.0,,,,
,13.00.00,,923.0,-200.0,,862.0,92.0,875.0,107.0,1363.0,626.0,,,,
,14.00.00,1.0,934.0,-200.0,,811.0,75.0,896.0,86.0,1343.0,553.0,,,,
,15.00.00,,1036.0,-200.0,,943.0,109.0,770.0,118.0,1509.0,770.0,,,,
,16.00.00,2.0,1076.0,-200.0,,994.0,133.0,723.0,129.0,1549.0,938.0,,,,
,17.00.00,,1055.0,-200.0,,927.0,87.0,757.0,90.0,1520.0,716.0,,,,
,18.00.00,,1081.0,-200.0,,938.0,80.0,728.0,87.0,1568.0,714.0,,,,
,19.00.00,,1072.0,-200.0,,850.0,70.0,737.0,65.0,1604.0,702.0,,,,
,20.00.00,,1038.0,-200.0,,773.0,67.0,749.0,61.0,1568.0,687.0,,,,
,21.00.00,,1059.0,-200.0,,800.0,66.0,740.0,62.0,1604.0,739.0,,,,
,22.00.00,,1070.0,-200.0,,852.0,97.0,704.0,85.0,1639.0,867.0,,,,
,23.00.00,,1093.0,-200.0,,893.0,90.0,677.0,83.0,1678.0,927.0,,,,
,00.00.00,,1016.0,-200.0,,849.0,99.0,729.0,84.0,1609.0,872.0,,,,
,01.00.00,,988.0,-200.0,,825.0,71.0,756.0,71.0,1559.0,848.0,,,,
,02.00.00,,930.0,-200.0,,749.0,59.0,823.0,62.0,1464.0,777.0,,,,
,03.00.00,,815.0,-200.0,,584.0,-200.0,1102.0,-200.0,1363.0,513.0,,,,
,04.00.00,,884.0,-200.0,,686.0,26.0,908.0,40.0,1439.0,651.0,,,,
,05.00.00,,913.0,-200.0,,730.0,47.0,883.0,50.0,1493.0,774.0,,,,
,06.00.00,,994.0,-200.0,,829.0,108.0,784.0,78.0,1581.0,982.0,,,,
,07.00.00,,1173.0,-200.0,,1047.0,160.0,631.0,89.0,1815.0,1175.0,,,,
,08.00.00,,1314.0,-200.0,,1325.0,204.0,499.0,106.0,2143.0,1390.0,,,,
,09.00.00,,1252.0,-200.0,,1168.0,193.0,557.0,107.0,1938.0,1352.0,,,,
,10.00.00,,1151.0,-200.0,,1053.0,146.0,623.0,93.0,1835.0,1152.0,,,,
,11.00.00,2.0,1122.0,-200.0,,951.0,126.0,687.0,95.0,1729.0,1022.0,,,,
,12.00.00,,1111.0,-200.0,,927.0,90.0,707.0,78.0,1715.0,922.0,,,,
,13.00.00,,1058.0,-200.0,,894.0,84.0,736.0,76.0,1648.0,825.0,,,,
,14.00.00,,972.0,-200.0,,820.0,60.0,811.0,66.0,1535.0,630.0,,,,
,15.00.00,,985.0,-200.0,,826.0,66.0,808.0,71.0,1544.0,621.0,,,,
,16.00.00,,1004.0,-200.0,,814.0,57.0,808.0,61.0,1520.0,602.0,,,,
,17.00.00,,1030.0,-200.0,,897.0,71.0,733.0,73.0,1592.0,668.0,,,,
,18.00.00,,965.0,-200.0,,802.0,51.0,821.0,54.0,1504.0,564.0,,,,
,19.00.00,,987.0,-200.0,,824.0,49.0,793.0,53.0,1541.0,581.0,,,,
,20.00.00,,923.0,-200.0,,811.0,59.0,804.0,69.0,1434.0,604.0,,,,
,21.00.00,,872.0,-200.0,,824.0,66.0,853.0,77.0,1346.0,590.0,,,,
,22.00.00,,939.0,-200.0,,849.0,72.0,804.0,83.0,1479.0,650.0,,,,
,23.00.00,,954.0,-200.0,,855.0,89.0,792.0,94.0,1474.0,745.0,,,,
,00.00.00,,969.0,-200.0,,857.0,75.0,753.0,84.0,1485.0,821.0,,,,
,01.00.00,,882.0,-200.0,,763.0,38.0,879.0,55.0,1388.0,656.0,,,,
,02.00.00,,805.0,-200.0,,637.0,24.0,1048.0,35.0,1276.0,520.0,,,,
,03.00.00,,790.0,-200.0,,590.0,-200.0,1122.0,-200.0,1257.0,493.0,,,,
,04.00.00,-200.0,779.0,-200.0,,560.0,19.0,1189.0,31.0,1231.0,487.0,,,,
,05.00.00,,842.0,-200.0,,640.0,40.0,1070.0,45.0,1293.0,595.0,,,,
,06.00.00,1.0,-200.0,-200.0,,-200.0,63.0,-200.0,59.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,07.00.00,,-200.0,-200.0,,-200.0,121.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,08.00.00,,-200.0,-200.0,,-200.0,143.0,-200.0,90.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,09.00.00,,-200.0,-200.0,,-200.0,104.0,-200.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,10.00.00,,-200.0,-200.0,,-200.0,111.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,11.00.00,,-200.0,-200.0,,-200.0,83.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,12.00.00,,-200.0,-200.0,,-200.0,90.0,-200.0,77.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,13.00.00,,-200.0,-200.0,,-200.0,82.0,-200.0,75.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,14.00.00,,-200.0,-200.0,,-200.0,48.0,-200.0,52.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,15.00.00,,-200.0,-200.0,,-200.0,89.0,-200.0,76.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,16.00.00,1.0,-200.0,-200.0,,-200.0,58.0,-200.0,60.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,17.00.00,,-200.0,-200.0,,-200.0,129.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,18.00.00,,-200.0,-200.0,,-200.0,103.0,-200.0,88.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,19.00.00,,-200.0,-200.0,,-200.0,115.0,-200.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,20.00.00,,-200.0,-200.0,,-200.0,108.0,-200.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,21.00.00,1.0,-200.0,-200.0,,-200.0,60.0,-200.0,68.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,22.00.00,,-200.0,-200.0,,-200.0,68.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,23.00.00,,-200.0,-200.0,,-200.0,36.0,-200.0,49.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,00.00.00,,-200.0,-200.0,,-200.0,81.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,01.00.00,,-200.0,-200.0,,-200.0,91.0,-200.0,76.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,02.00.00,1.0,-200.0,-200.0,,-200.0,65.0,-200.0,67.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,03.00.00,,-200.0,-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,04.00.00,,-200.0,-200.0,,-200.0,46.0,-200.0,58.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,05.00.00,,-200.0,-200.0,,-200.0,71.0,-200.0,53.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,06.00.00,,-200.0,-200.0,,-200.0,92.0,-200.0,52.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,07.00.00,,-200.0,-200.0,,-200.0,201.0,-200.0,68.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,08.00.00,,-200.0,-200.0,,-200.0,169.0,-200.0,69.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,09.00.00,,-200.0,-200.0,,-200.0,158.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,10.00.00,,-200.0,-200.0,,-200.0,147.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,11.00.00,,-200.0,-200.0,,-200.0,119.0,-200.0,101.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,12.00.00,2.0,-200.0,-200.0,,-200.0,114.0,-200.0,104.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,13.00.00,,-200.0,-200.0,,-200.0,92.0,-200.0,89.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,14.00.00,,-200.0,-200.0,,-200.0,82.0,-200.0,88.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,15.00.00,,-200.0,-200.0,,-200.0,85.0,-200.0,89.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,16.00.00,,-200.0,-200.0,,-200.0,96.0,-200.0,92.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,17.00.00,,-200.0,-200.0,,-200.0,104.0,-200.0,109.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,18.00.00,2.0,-200.0,-200.0,,-200.0,101.0,-200.0,107.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,19.00.00,,-200.0,-200.0,,-200.0,128.0,-200.0,116.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,20.00.00,,-200.0,-200.0,,-200.0,147.0,-200.0,124.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,21.00.00,,-200.0,-200.0,,-200.0,115.0,-200.0,112.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,22.00.00,,-200.0,-200.0,,-200.0,97.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,23.00.00,,-200.0,-200.0,,-200.0,74.0,-200.0,85.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,00.00.00,,-200.0,-200.0,,-200.0,50.0,-200.0,69.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,01.00.00,,-200.0,-200.0,,-200.0,41.0,-200.0,58.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,02.00.00,,-200.0,-200.0,,-200.0,36.0,-200.0,49.0,-200.0,-200.0,-200.0,-200.0,-200.0,
,03.00.00,,835.0,-200.0,,699.0,-200.0,912.0,-200.0,1361.0,796.0,,,,
,04.00.00,,792.0,-200.0,,621.0,40.0,1015.0,56.0,1322.0,714.0,,,,
,05.00.00,,749.0,-200.0,,559.0,25.0,1145.0,33.0,1255.0,584.0,,,,
,06.00.00,,803.0,-200.0,,676.0,38.0,975.0,39.0,1303.0,676.0,,,,
,07.00.00,,818.0,-200.0,,726.0,38.0,921.0,43.0,1330.0,685.0,,,,
,08.00.00,,932.0,-200.0,,861.0,75.0,767.0,62.0,1483.0,894.0,,,,
,09.00.00,,977.0,-200.0,,913.0,104.0,744.0,81.0,1512.0,977.0,,,,
,10.00.00,,1011.0,-200.0,,945.0,134.0,733.0,102.0,1570.0,1034.0,,,,
,11.00.00,,975.0,-200.0,,887.0,85.0,829.0,86.0,1478.0,737.0,,,,
,12.00.00,,958.0,-200.0,,867.0,30.0,828.0,37.0,1468.0,660.0,,,,
,13.00.00,,903.0,-200.0,,805.0,49.0,886.0,64.0,1361.0,581.0,,,,
,14.00.00,-200.0,854.0,-200.0,,684.0,-200.0,1020.0,-200.0,1294.0,456.0,,,,
,15.00.00,-200.0,890.0,-200.0,,749.0,-200.0,953.0,-200.0,1332.0,483.0,,,,
,16.00.00,-200.0,962.0,-200.0,,845.0,-200.0,877.0,-200.0,1379.0,575.0,,,,
,17.00.00,-200.0,1028.0,-200.0,,934.0,-200.0,786.0,-200.0,1481.0,707.0,,,,
,18.00.00,-200.0,1031.0,-200.0,,901.0,-200.0,775.0,-200.0,1502.0,628.0,,,,
,19.00.00,-200.0,1087.0,-200.0,,938.0,-200.0,690.0,-200.0,1613.0,747.0,,,,
,20.00.00,-200.0,1029.0,-200.0,,862.0,-200.0,727.0,-200.0,1539.0,733.0,,,,
,21.00.00,-200.0,1070.0,-200.0,,932.0,-200.0,685.0,-200.0,1648.0,847.0,,,,
,22.00.00,-200.0,1059.0,-200.0,,914.0,-200.0,697.0,-200.0,1617.0,895.0,,,,
,23.00.00,-200.0,1125.0,-200.0,,952.0,-200.0,646.0,-200.0,1690.0,995.0,,,,
,00.00.00,-200.0,1062.0,-200.0,,829.0,-200.0,714.0,-200.0,1592.0,846.0,,,,
,01.00.00,-200.0,1049.0,-200.0,,853.0,-200.0,699.0,-200.0,1605.0,882.0,,,,
,02.00.00,-200.0,999.0,-200.0,,871.0,-200.0,711.0,-200.0,1580.0,909.0,,,,
,03.00.00,-200.0,947.0,-200.0,,808.0,-200.0,768.0,-200.0,1537.0,851.0,,,,
,04.00.00,-200.0,904.0,-200.0,,753.0,-200.0,809.0,-200.0,1529.0,766.0,,,,
,05.00.00,-200.0,894.0,-200.0,,681.0,-200.0,843.0,-200.0,1476.0,765.0,,,,
,06.00.00,-200.0,875.0,-200.0,,654.0,-200.0,897.0,-200.0,1463.0,752.0,,,,
,07.00.00,-200.0,870.0,-200.0,,637.0,-200.0,947.0,-200.0,1445.0,716.0,,,,
,08.00.00,-200.0,952.0,-200.0,,756.0,-200.0,809.0,-200.0,1518.0,825.0,,,,
,09.00.00,-200.0,949.0,-200.0,,705.0,-200.0,859.0,-200.0,1460.0,691.0,,,,
,10.00.00,-200.0,1028.0,-200.0,,854.0,-200.0,776.0,-200.0,1561.0,761.0,,,,
,11.00.00,-200.0,1003.0,-200.0,,849.0,-200.0,800.0,-200.0,1511.0,710.0,,,,
,12.00.00,-200.0,934.0,-200.0,,763.0,-200.0,872.0,-200.0,1435.0,567.0,,,,
,13.00.00,-200.0,872.0,-200.0,,710.0,-200.0,956.0,-200.0,1377.0,493.0,,,,
,14.00.00,-200.0,852.0,-200.0,,684.0,-200.0,982.0,-200.0,1343.0,477.0,,,,
,15.00.00,-200.0,881.0,-200.0,,715.0,-200.0,955.0,-200.0,1352.0,502.0,,,,
,16.00.00,-200.0,942.0,-200.0,,783.0,-200.0,898.0,-200.0,1397.0,568.0,,,,
,17.00.00,-200.0,1038.0,-200.0,,925.0,-200.0,746.0,-200.0,1534.0,714.0,,,,
,18.00.00,-200.0,1042.0,-200.0,,932.0,-200.0,752.0,-200.0,1530.0,717.0,,,,
,19.00.00,-200.0,1181.0,-200.0,,1107.0,-200.0,590.0,-200.0,1807.0,935.0,,,,
,20.00.00,-200.0,1116.0,-200.0,,1044.0,-200.0,613.0,-200.0,1694.0,954.0,,,,
,21.00.00,-200.0,1062.0,-200.0,,923.0,-200.0,697.0,-200.0,1602.0,839.0,,,,
,22.00.00,-200.0,1085.0,-200.0,,948.0,-200.0,680.0,-200.0,1635.0,880.0,,,,
,23.00.00,-200.0,1161.0,-200.0,,1057.0,-200.0,613.0,-200.0,1764.0,1026.0,,,,
,00.00.00,-200.0,1053.0,-200.0,,891.0,-200.0,690.0,-200.0,1589.0,898.0,,,,
,01.00.00,-200.0,956.0,-200.0,,740.0,-200.0,831.0,-200.0,1474.0,717.0,,,,
,02.00.00,-200.0,859.0,-200.0,,646.0,-200.0,951.0,-200.0,1376.0,607.0,,,,
,03.00.00,-200.0,813.0,-200.0,,566.0,-200.0,1123.0,-200.0,1328.0,501.0,,,,
,04.00.00,-200.0,815.0,-200.0,,565.0,-200.0,1127.0,-200.0,1350.0,541.0,,,,
,05.00.00,-200.0,902.0,-200.0,,706.0,-200.0,877.0,-200.0,1463.0,708.0,,,,
,06.00.00,-200.0,1017.0,-200.0,,885.0,-200.0,726.0,-200.0,1609.0,884.0,,,,
,07.00.00,-200.0,1336.0,-200.0,,1385.0,-200.0,477.0,-200.0,2133.0,1357.0,,,,
,08.00.00,-200.0,1393.0,-200.0,,1567.0,-200.0,416.0,-200.0,2381.0,1562.0,,,,
,09.00.00,-200.0,1271.0,-200.0,,1308.0,-200.0,517.0,-200.0,2007.0,1411.0,,,,
,10.00.00,-200.0,1169.0,-200.0,,1107.0,-200.0,607.0,-200.0,1818.0,1175.0,,,,
,11.00.00,-200.0,1143.0,-200.0,,1043.0,-200.0,643.0,-200.0,1747.0,1079.0,,,,
,12.00.00,-200.0,1084.0,-200.0,,980.0,-200.0,679.0,-200.0,1653.0,923.0,,,,
,13.00.00,-200.0,1051.0,-200.0,,950.0,-200.0,715.0,-200.0,1644.0,748.0,,,,
,14.00.00,-200.0,1020.0,-200.0,,882.0,-200.0,765.0,-200.0,1553.0,635.0,,,,
,15.00.00,-200.0,1111.0,-200.0,,1088.0,-200.0,635.0,-200.0,1719.0,884.0,,,,
,16.00.00,-200.0,1125.0,-200.0,,1056.0,-200.0,645.0,-200.0,1716.0,929.0,,,,
,17.00.00,-200.0,1099.0,-200.0,,1048.0,-200.0,657.0,-200.0,1711.0,779.0,,,,
,18.00.00,-200.0,1132.0,-200.0,,1121.0,-200.0,611.0,-200.0,1757.0,906.0,,,,
,19.00.00,-200.0,1077.0,-200.0,,1025.0,-200.0,629.0,-200.0,1677.0,772.0,,,,
,20.00.00,-200.0,1076.0,-200.0,,988.0,-200.0,648.0,-200.0,1649.0,883.0,,,,
,21.00.00,-200.0,1070.0,-200.0,,1008.0,-200.0,656.0,-200.0,1649.0,963.0,,,,
,22.00.00,-200.0,1052.0,-200.0,,956.0,-200.0,675.0,-200.0,1581.0,987.0,,,,
,23.00.00,-200.0,988.0,-200.0,,862.0,-200.0,736.0,-200.0,1539.0,893.0,,,,
,00.00.00,-200.0,926.0,-200.0,,769.0,-200.0,836.0,-200.0,1467.0,801.0,,,,
,01.00.00,-200.0,925.0,-200.0,,749.0,-200.0,826.0,-200.0,1482.0,739.0,,,,
,02.00.00,-200.0,869.0,-200.0,,648.0,-200.0,953.0,-200.0,1401.0,644.0,,,,
,03.00.00,-200.0,832.0,-200.0,,593.0,-200.0,1049.0,-200.0,1347.0,558.0,,,,
,04.00.00,-200.0,854.0,-200.0,,645.0,-200.0,954.0,-200.0,1399.0,602.0,,,,
,05.00.00,-200.0,913.0,-200.0,,726.0,-200.0,861.0,-200.0,1487.0,737.0,,,,
,06.00.00,-200.0,976.0,-200.0,,840.0,-200.0,756.0,-200.0,1555.0,885.0,,,,
,07.00.00,-200.0,1309.0,-200.0,,1323.0,-200.0,505.0,-200.0,2098.0,1360.0,,,,
,08.00.00,-200.0,1333.0,-200.0,,1460.0,-200.0,443.0,-200.0,2231.0,1455.0,,,,
,09.00.00,-200.0,1209.0,-200.0,,1182.0,-200.0,546.0,-200.0,1911.0,1255.0,,,,
,10.00.00,-200.0,1180.0,-200.0,,1157.0,-200.0,568.0,-200.0,1874.0,1202.0,,,,
,11.00.00,-200.0,1204.0,-200.0,,1196.0,-200.0,552.0,-200.0,1884.0,1250.0,,,,
,12.00.00,-200.0,1143.0,-200.0,,1119.0,-200.0,610.0,-200.0,1770.0,1103.0,,,,
,13.00.00,-200.0,1120.0,-200.0,,1058.0,-200.0,626.0,-200.0,1716.0,1049.0,,,,
,14.00.00,,1030.0,-200.0,,935.0,-200.0,726.0,-200.0,1583.0,791.0,,,,
,15.00.00,,1058.0,-200.0,,1016.0,209.0,673.0,101.0,1625.0,832.0,,,,
,16.00.00,,1040.0,-200.0,,882.0,132.0,756.0,71.0,1560.0,635.0,,,,
,17.00.00,2.0,1093.0,-200.0,,981.0,166.0,666.0,82.0,1676.0,733.0,,,,
,18.00.00,,1184.0,-200.0,,1119.0,243.0,594.0,104.0,1806.0,912.0,,,,
,19.00.00,,1180.0,-200.0,,1121.0,247.0,568.0,105.0,1816.0,947.0,,,,
,20.00.00,2.0,1079.0,-200.0,,988.0,165.0,633.0,87.0,1694.0,899.0,,,,
,21.00.00,,1095.0,-200.0,,1032.0,187.0,621.0,98.0,1730.0,984.0,,,,
,22.00.00,2.0,1073.0,-200.0,,1009.0,206.0,639.0,105.0,1655.0,955.0,,,,
,23.00.00,,1063.0,-200.0,,991.0,200.0,655.0,104.0,1672.0,966.0,,,,
2004-01-09,00.00.00,,1046.0,-200.0,,960.0,189.0,671.0,96.0,1637.0,899.0,,,,2004-01-09 00:00:00
2004-01-09,01.00.00,,953.0,-200.0,,858.0,136.0,742.0,79.0,1544.0,780.0,,,,2004-01-09 01:00:00
2004-01-09,02.00.00,,864.0,-200.0,,673.0,83.0,947.0,61.0,1412.0,636.0,,,,2004-01-09 02:00:00
2004-01-09,03.00.00,,829.0,-200.0,,628.0,-200.0,994.0,-200.0,1378.0,577.0,,,,2004-01-09 03:00:00
2004-01-09,04.00.00,,838.0,-200.0,,639.0,72.0,963.0,48.0,1391.0,596.0,,,,2004-01-09 04:00:00
2004-01-09,05.00.00,,913.0,-200.0,,728.0,121.0,802.0,63.0,1418.0,887.0,,,,2004-01-09 05:00:00
2004-01-09,06.00.00,,1039.0,-200.0,,921.0,268.0,687.0,92.0,1556.0,1115.0,,,,2004-01-09 06:00:00
2004-01-09,07.00.00,,1252.0,-200.0,,1320.0,451.0,499.0,99.0,2001.0,1374.0,,,,2004-01-09 07:00:00
2004-01-09,08.00.00,,1410.0,-200.0,,1669.0,458.0,393.0,117.0,2555.0,1644.0,,,,2004-01-09 08:00:00
2004-01-09,09.00.00,,1217.0,-200.0,,1261.0,487.0,533.0,142.0,1941.0,1375.0,,,,2004-01-09 09:00:00
2004-01-09,10.00.00,,1114.0,-200.0,,1077.0,319.0,633.0,121.0,1705.0,1199.0,,,,2004-01-09 10:00:00
2004-01-09,11.00.00,,1026.0,-200.0,,1020.0,269.0,689.0,122.0,1603.0,992.0,,,,2004-01-09 11:00:00
2004-01-09,12.00.00,,1051.0,-200.0,,1094.0,224.0,646.0,108.0,1675.0,966.0,,,,2004-01-09 12:00:00
2004-01-09,13.00.00,2.0,1027.0,-200.0,,1024.0,162.0,700.0,80.0,1588.0,814.0,,,,2004-01-09 13:00:00
2004-01-09,14.00.00,,996.0,-200.0,,992.0,189.0,722.0,93.0,1580.0,727.0,,,,2004-01-09 14:00:00
2004-01-09,15.00.00,2.0,1028.0,-200.0,,1060.0,213.0,686.0,108.0,1601.0,806.0,,,,2004-01-09 15:00:00
2004-01-09,16.00.00,,1030.0,-200.0,,1060.0,245.0,705.0,118.0,1588.0,852.0,,,,2004-01-09 16:00:00
2004-01-09,17.00.00,,1133.0,-200.0,,1280.0,341.0,595.0,149.0,1791.0,1093.0,,,,2004-01-09 17:00:00
2004-01-09,18.00.00,4.0,1180.0,-200.0,,1339.0,382.0,567.0,171.0,1868.0,1211.0,,,,2004-01-09 18:00:00
2004-01-09,19.00.00,,1261.0,-200.0,,1446.0,358.0,528.0,154.0,2061.0,1346.0,,,,2004-01-09 19:00:00
2004-01-09,20.00.00,3.0,1093.0,-200.0,,1133.0,288.0,599.0,122.0,1708.0,1200.0,,,,2004-01-09 20:00:00
2004-01-09,21.00.00,,1068.0,-200.0,,1029.0,252.0,650.0,126.0,1612.0,1192.0,,,,2004-01-09 21:00:00
2004-01-09,22.00.00,,1031.0,-200.0,,958.0,201.0,700.0,121.0,1560.0,1074.0,,,,2004-01-09 22:00:00
2004-01-09,23.00.00,,1055.0,-200.0,,1037.0,225.0,635.0,125.0,1632.0,1161.0,,,,2004-01-09 23:00:00
2004-02-09,00.00.00,2.0,1060.0,-200.0,,1029.0,242.0,622.0,126.0,1663.0,1210.0,,,,2004-02-09 00:00:00
2004-02-09,01.00.00,,962.0,-200.0,,880.0,167.0,726.0,96.0,1484.0,1050.0,,,,2004-02-09 01:00:00
2004-02-09,02.00.00,,874.0,-200.0,,776.0,99.0,846.0,73.0,1416.0,873.0,,,,2004-02-09 02:00:00
2004-02-09,03.00.00,,832.0,-200.0,,661.0,-200.0,977.0,-200.0,1312.0,766.0,,,,2004-02-09 03:00:00
2004-02-09,04.00.00,,834.0,-200.0,,709.0,87.0,907.0,65.0,1348.0,835.0,,,,2004-02-09 04:00:00
2004-02-09,05.00.00,,865.0,-200.0,,745.0,164.0,866.0,90.0,1394.0,901.0,,,,2004-02-09 05:00:00
2004-02-09,06.00.00,,903.0,-200.0,,803.0,87.0,819.0,58.0,1471.0,853.0,,,,2004-02-09 06:00:00
2004-02-09,07.00.00,,1236.0,-200.0,,1297.0,93.0,542.0,27.0,1997.0,1321.0,,,,2004-02-09 07:00:00
2004-02-09,08.00.00,,1464.0,-200.0,,1552.0,417.0,419.0,67.0,2366.0,1738.0,,,,2004-02-09 08:00:00
2004-02-09,09.00.00,,1258.0,-200.0,,1261.0,406.0,514.0,96.0,1940.0,1603.0,,,,2004-02-09 09:00:00
2004-02-09,10.00.00,-200.0,1203.0,-200.0,,1174.0,-200.0,577.0,-200.0,1824.0,1426.0,,,,2004-02-09 10:00:00
2004-02-09,11.00.00,-200.0,1156.0,-200.0,,1127.0,-200.0,616.0,-200.0,1767.0,1295.0,,,,2004-02-09 11:00:00
2004-02-09,12.00.00,-200.0,1106.0,-200.0,,1130.0,-200.0,623.0,-200.0,1726.0,1093.0,,,,2004-02-09 12:00:00
2004-02-09,13.00.00,-200.0,1008.0,-200.0,,1037.0,-200.0,697.0,-200.0,1587.0,803.0,,,,2004-02-09 13:00:00
2004-02-09,14.00.00,-200.0,1011.0,-200.0,,1017.0,-200.0,704.0,-200.0,1569.0,738.0,,,,2004-02-09 14:00:00
2004-02-09,15.00.00,-200.0,1049.0,-200.0,,1100.0,-200.0,667.0,-200.0,1635.0,870.0,,,,2004-02-09 15:00:00
2004-02-09,16.00.00,-200.0,1053.0,-200.0,,1108.0,-200.0,694.0,-200.0,1570.0,873.0,,,,2004-02-09 16:00:00
2004-02-09,17.00.00,-200.0,1088.0,-200.0,,1159.0,-200.0,666.0,-200.0,1626.0,889.0,,,,2004-02-09 17:00:00
2004-02-09,18.00.00,-200.0,1248.0,-200.0,,1454.0,-200.0,550.0,-200.0,1917.0,1599.0,,,,2004-02-09 18:00:00
2004-02-09,19.00.00,-200.0,1374.0,-200.0,,1517.0,-200.0,490.0,-200.0,2069.0,1704.0,,,,2004-02-09 19:00:00
2004-02-09,20.00.00,-200.0,1213.0,-200.0,,1210.0,-200.0,572.0,-200.0,1809.0,1424.0,,,,2004-02-09 20:00:00
2004-02-09,21.00.00,-200.0,1108.0,-200.0,,1051.0,-200.0,640.0,-200.0,1616.0,1199.0,,,,2004-02-09 21:00:00
2004-02-09,22.00.00,-200.0,1071.0,-200.0,,982.0,-200.0,649.0,-200.0,1557.0,1099.0,,,,2004-02-09 22:00:00
2004-02-09,23.00.00,-200.0,1044.0,-200.0,,967.0,-200.0,672.0,-200.0,1540.0,1133.0,,,,2004-02-09 23:00:00
2004-03-09,00.00.00,-200.0,1045.0,-200.0,,964.0,-200.0,666.0,-200.0,1554.0,1140.0,,,,2004-03-09 00:00:00
2004-03-09,01.00.00,-200.0,1004.0,-200.0,,921.0,-200.0,699.0,-200.0,1495.0,1092.0,,,,2004-03-09 01:00:00
2004-03-09,02.00.00,-200.0,944.0,-200.0,,796.0,-200.0,784.0,-200.0,1407.0,1021.0,,,,2004-03-09 02:00:00
2004-03-09,03.00.00,-200.0,868.0,-200.0,,657.0,-200.0,921.0,-200.0,1356.0,764.0,,,,2004-03-09 03:00:00
2004-03-09,04.00.00,-200.0,850.0,-200.0,,632.0,-200.0,954.0,-200.0,1316.0,803.0,,,,2004-03-09 04:00:00
2004-03-09,05.00.00,-200.0,873.0,-200.0,,668.0,-200.0,911.0,-200.0,1354.0,744.0,,,,2004-03-09 05:00:00
2004-03-09,06.00.00,-200.0,905.0,-200.0,,766.0,-200.0,842.0,-200.0,1438.0,818.0,,,,2004-03-09 06:00:00
